4.879999999999999893e-01,6.189999999999999947e-01
3.840000000000000080e-01,6.560000000000000275e-01
5.600000000000000533e-01,1.910000000000000031e-01
9.340000000000000524e-01,6.999999999999999556e-01
7.359999999999999876e-01,5.220000000000000195e-01
4.339999999999999969e-01,4.480000000000000093e-01
1.140000000000000041e-01,7.560000000000000053e-01
1.549999999999999989e-01,9.969999999999999973e-01
9.609999999999999654e-01,9.000000000000000222e-01
4.099999999999999756e-01,9.509999999999999565e-01
7.079999999999999627e-01,3.170000000000000040e-01
8.300000000000000433e-02,7.610000000000000098e-01
6.199999999999999956e-01,5.360000000000000320e-01
4.809999999999999831e-01,4.199999999999999845e-01
1.200000000000000025e-02,7.429999999999999938e-01
3.519999999999999796e-01,1.380000000000000115e-01
5.090000000000000080e-01,6.530000000000000249e-01
5.470000000000000417e-01,4.159999999999999809e-01
9.260000000000000453e-01,3.950000000000000178e-01
3.900000000000000133e-01,9.170000000000000373e-01
3.449999999999999734e-01,5.370000000000000329e-01
3.699999999999999817e-02,3.990000000000000213e-01
3.659999999999999920e-01,9.360000000000000542e-01
5.170000000000000151e-01,4.909999999999999920e-01
1.400000000000000029e-02,9.070000000000000284e-01
4.929999999999999938e-01,3.500000000000000333e-02
5.490000000000000435e-01,2.000000000000000111e-01
1.960000000000000075e-01,9.399999999999999467e-01
1.920000000000000040e-01,4.689999999999999725e-01
6.149999999999999911e-01,8.110000000000000542e-01
8.419999999999999707e-01,8.940000000000000169e-01
2.020000000000000129e-01,7.699999999999999900e-02
8.269999999999999574e-01,2.670000000000000151e-01
4.610000000000000209e-01,8.020000000000000462e-01
3.489999999999999769e-01,8.419999999999999707e-01
5.030000000000000027e-01,3.729999999999999982e-01
8.199999999999999512e-01,3.200000000000000067e-01
5.180000000000000160e-01,8.030000000000000471e-01
6.660000000000000364e-01,8.960000000000000187e-01
4.989999999999999991e-01,7.269999999999999796e-01
6.109999999999999876e-01,7.099999999999999367e-02
7.149999999999999689e-01,3.029999999999999916e-01
7.560000000000000053e-01,6.300000000000000044e-02
3.220000000000000084e-01,5.030000000000000027e-01
3.079999999999999960e-01,1.250000000000000000e-01
2.240000000000000047e-01,4.680000000000000271e-01
3.039999999999999925e-01,9.000000000000000222e-01
5.909999999999999698e-01,9.419999999999999485e-01
1.219999999999999973e-01,9.060000000000000275e-01
2.489999999999999991e-01,2.349999999999999867e-01
8.100000000000000533e-01,8.659999999999999920e-01
1.620000000000000051e-01,2.149999999999999967e-01
1.529999999999999971e-01,9.549999999999999600e-01
1.000000000000000021e-03,3.449999999999999734e-01
1.350000000000000089e-01,7.209999999999999742e-01
4.420000000000000040e-01,8.100000000000000255e-02
1.499999999999999944e-01,1.330000000000000071e-01
5.949999999999999734e-01,3.200000000000000067e-01
2.800000000000000266e-01,1.650000000000000078e-01
4.099999999999999756e-01,4.299999999999999933e-01
7.199999999999999456e-02,6.710000000000000409e-01
2.720000000000000195e-01,3.739999999999999991e-01
1.340000000000000080e-01,5.399999999999999939e-02
5.700000000000000205e-02,9.539999999999999591e-01
3.039999999999999925e-01,5.500000000000000028e-02
1.459999999999999909e-01,5.929999999999999716e-01
5.330000000000000293e-01,8.669999999999999929e-01
6.700000000000000400e-02,6.059999999999999831e-01
2.879999999999999782e-01,2.149999999999999967e-01
8.369999999999999662e-01,4.209999999999999853e-01
1.660000000000000087e-01,5.220000000000000195e-01
2.139999999999999958e-01,1.029999999999999943e-01
7.419999999999999929e-01,5.100000000000000089e-01
7.199999999999999456e-02,3.370000000000000218e-01
6.400000000000000133e-02,7.099999999999999645e-01
4.100000000000000172e-02,5.250000000000000222e-01
7.479999999999999982e-01,9.689999999999999725e-01
4.139999999999999791e-01,1.789999999999999925e-01
2.389999999999999902e-01,9.130000000000000338e-01
6.800000000000000488e-02,2.459999999999999964e-01
9.509999999999999565e-01,6.139999999999999902e-01
4.709999999999999742e-01,7.960000000000000409e-01
1.280000000000000027e-01,5.050000000000000044e-01
5.440000000000000391e-01,8.400000000000000522e-02
6.260000000000000009e-01,9.789999999999999813e-01
3.380000000000000226e-01,1.799999999999999864e-02
8.900000000000000133e-01,7.379999999999999893e-01
1.779999999999999916e-01,5.220000000000000195e-01
8.469999999999999751e-01,5.160000000000000142e-01
3.589999999999999858e-01,6.039999999999999813e-01
1.170000000000000068e-01,1.130000000000000032e-01
2.000000000000000042e-02,8.780000000000000027e-01
6.000000000000000125e-03,2.710000000000000187e-01
9.749999999999999778e-01,2.610000000000000098e-01
8.369999999999999662e-01,5.889999999999999680e-01
2.400000000000000050e-02,1.449999999999999900e-01
1.100000000000000006e-01,1.360000000000000098e-01
2.320000000000000118e-01,8.509999999999999787e-01
1.570000000000000007e-01,5.080000000000000071e-01
3.200000000000000067e-01,9.629999999999999671e-01
